date,Actual Usage (kWh),Predicted Usage (kWh)
2018-10-21 00:00:00,3.31,1.207780490880832
2018-10-21 00:15:00,2.74,0.07528238141909246
2018-10-21 00:30:00,2.74,-0.40735564630478616
2018-10-21 00:45:00,2.77,-0.21583930233493442
2018-10-21 01:00:00,2.81,0.6648415848519653
2018-10-21 01:15:00,2.84,1.5395926438178869
2018-10-21 01:30:00,2.77,2.3298827356030234
2018-10-21 01:45:00,2.74,3.083031511893496
2018-10-21 02:00:00,2.77,3.7453729606978596
2018-10-21 02:15:00,2.77,4.2310691591259095
2018-10-21 02:30:00,2.74,4.549172241939232
2018-10-21 02:45:00,3.13,4.661262036291882
2018-10-21 03:00:00,3.85,5.2982983189262445
2018-10-21 03:15:00,3.89,6.676991169229149
2018-10-21 03:30:00,2.92,7.789246914051473
2018-10-21 03:45:00,2.74,8.448333714753389
2018-10-21 04:00:00,2.81,8.967017205283046
2018-10-21 04:15:00,2.81,9.411385646052658
2018-10-21 04:30:00,2.77,9.728435048647224
2018-10-21 04:45:00,2.77,9.866775907501578
2018-10-21 05:00:00,2.81,9.843263176567852
2018-10-21 05:15:00,2.77,9.669387976825236
2018-10-21 05:30:00,2.81,9.374404108785093
2018-10-21 05:45:00,2.81,9.407133875153958
2018-10-21 06:00:00,2.81,9.533623217344283
2018-10-21 06:15:00,2.74,9.789440719448029
2018-10-21 06:30:00,2.74,10.212741169482468
2018-10-21 06:45:00,3.06,10.809000673219561
2018-10-21 07:00:00,3.31,11.78850225366652
2018-10-21 07:15:00,2.74,13.159730366244911
2018-10-21 07:30:00,2.77,14.287586977854371
2018-10-21 07:45:00,2.74,15.662389856353402
2018-10-21 08:00:00,3.42,17.18419263333082
2018-10-21 08:15:00,3.17,19.145019104480742
2018-10-21 08:30:00,2.74,20.517062317579985
2018-10-21 08:45:00,2.88,21.43453542202711
2018-10-21 09:00:00,3.02,21.857089819312094
2018-10-21 09:15:00,2.99,21.36109329327941
2018-10-21 09:30:00,3.06,20.790629587844013
2018-10-21 09:45:00,3.56,19.710310402065517
2018-10-21 10:00:00,3.35,18.672045238614082
2018-10-21 10:15:00,2.99,17.266530135944485
2018-10-21 10:30:00,2.99,15.349519247338176
2018-10-21 10:45:00,2.99,13.02084330022335
2018-10-21 11:00:00,3.02,10.429170566871761
2018-10-21 11:15:00,2.95,7.643768311999738
2018-10-21 11:30:00,2.95,4.78827316631563
2018-10-21 11:45:00,3.02,2.1278770247031935
2018-10-21 12:00:00,2.99,-0.46370732890442007
2018-10-21 12:15:00,3.1,-2.9057571905106307
2018-10-21 12:30:00,3.02,-4.652726995460689
2018-10-21 12:45:00,3.1,-6.014189058616758
2018-10-21 13:00:00,3.5299999999999994,-6.079104629643262
2018-10-21 13:15:00,3.49,-4.854829260967672
2018-10-21 13:30:00,2.99,-3.0479057813435793
2018-10-21 13:45:00,3.31,-0.9893222613632678
2018-10-21 14:00:00,3.64,1.1795125858858229
2018-10-21 14:15:00,3.02,3.300707558374852
2018-10-21 14:30:00,2.99,5.0775545585528015
2018-10-21 14:45:00,3.06,6.472214846331625
2018-10-21 15:00:00,2.99,7.722842605710029
2018-10-21 15:15:00,3.13,9.475296375527977
2018-10-21 15:30:00,3.8200000000000003,10.856319167092442
2018-10-21 15:45:00,10.37,11.875574300214648
2018-10-21 16:00:00,24.88,13.473300434798002
2018-10-21 16:15:00,24.62,15.834904871135949
2018-10-21 16:30:00,20.41,17.513833430334927
2018-10-21 16:45:00,3.92,18.19093159481883
2018-10-21 17:00:00,4.75,17.034717119634152
2018-10-21 17:15:00,3.49,15.375319536551833
2018-10-21 17:30:00,2.95,13.576232136934996
2018-10-21 17:45:00,2.95,14.15744708560407
2018-10-21 18:00:00,2.95,14.540880026072264
2018-10-21 18:15:00,2.99,14.508528619036078
2018-10-21 18:30:00,2.99,14.746426821053028
2018-10-21 18:45:00,3.02,16.009710251018404
2018-10-21 19:00:00,3.02,17.22475791834295
2018-10-21 19:15:00,3.06,17.927856217622757
2018-10-21 19:30:00,3.1,17.444975399971007
2018-10-21 19:45:00,3.02,16.692429914548992
2018-10-21 20:00:00,2.99,16.79822457306087
2018-10-21 20:15:00,3.49,18.136182887107132
2018-10-21 20:30:00,3.71,18.679969452768564
2018-10-21 20:45:00,3.24,18.833416055366396
2018-10-21 21:00:00,3.28,18.326312381327153
2018-10-21 21:15:00,3.67,17.227875733971594
2018-10-21 21:30:00,3.31,15.531026190593838
2018-10-21 21:45:00,3.02,13.023654611110686
2018-10-21 22:00:00,3.06,9.882790499553083
2018-10-21 22:15:00,2.88,6.791012897770852
2018-10-21 22:30:00,2.88,4.465818810835481
2018-10-21 22:45:00,2.84,2.046587518497836
2018-10-21 23:00:00,2.81,0.32474706753157084
2018-10-21 23:15:00,2.81,0.649740753043443
2018-10-21 23:30:00,2.81,0.9175642872508616
2018-10-21 23:45:00,3.2,1.2423099902179093
2018-10-22 00:00:00,3.67,1.5891390510462224
2018-10-22 00:15:00,2.81,1.2607298866473138
2018-10-22 00:30:00,2.81,1.0351721493341028
2018-10-22 00:45:00,2.88,0.686951607502997
2018-10-22 01:00:00,2.88,0.24191752937622374
2018-10-22 01:15:00,2.88,0.8629595694039017
2018-10-22 01:30:00,2.84,3.7582999104354533
2018-10-22 01:45:00,2.99,6.042892925404011
